,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,gross
2131,Color,Woody Allen,275.0,112.0,11000.0,159.0,Judy Davis,385.0,Comedy|Romance,Ornella Muti,To Rome with Love ,67893,1205,Alessandra Mastronardi,0.0,architect|celebrity|prostitute|shower|tourist,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,163.0,English,USA,R,17000000.0,2012.0,223.0,6.3,1.85,18000,16684352.0
1653,Color,Drew Goddard,634.0,95.0,246.0,751.0,Bradley Whitford,26000.0,Fantasy|Horror|Mystery|Thriller,Chris Hemsworth,The Cabin in the Woods ,277172,29551,Kristen Connolly,0.0,cabin in the woods|dark humor|hatchet|killed in an elevator|robot,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,986.0,English,USA,R,30000000.0,2012.0,821.0,7.0,2.35,66000,42043633.0
4557,Color,Jason Reitman,387.0,96.0,655.0,973.0,Jennifer Garner,24000.0,Comedy|Drama|Romance,J.K. Simmons,Juno ,414345,28817,Rainn Wilson,0.0,adoption|baby|friend|pregnancy|school,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881.0,English,USA,PG-13,7500000.0,2007.0,3000.0,7.5,1.85,10000,143492840.0
3411,Color,Michael Corrente,41.0,99.0,30.0,209.0,Tony Devon,480.0,Crime|Drama,Jerry Ferrara,Brooklyn Rules ,5049,1234,Alexa Havins,3.0,1980s|friend|friendship|loyalty|mafia,http://www.imdb.com/title/tt0283503/?ref_=fn_tt_tt_1,48.0,English,USA,R,8000000.0,2007.0,257.0,6.4,2.35,226,398420.0
3911,Color,Wayne Kramer,157.0,101.0,47.0,407.0,Paul Sorvino,658.0,Crime|Drama|Fantasy|Romance,Estella Warren,The Cooler ,28714,3086,Shawn Hatosy,1.0,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,215.0,English,USA,R,3200000.0,2003.0,636.0,7.0,2.35,762,8243880.0
2315,Color,Jonathan Glazer,167.0,100.0,143.0,430.0,Anne Heche,829.0,Drama|Mystery|Romance|Thriller,Cameron Bright,Birth ,29649,2295,Danny Huston,1.0,birthday|boy|dead husband|death|widow,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,361.0,English,USA,R,20000000.0,2004.0,681.0,6.1,1.85,0,5005883.0
2127,Color,Tony Gilroy,299.0,119.0,209.0,521.0,Denis O'Hare,1000.0,Crime|Drama|Mystery|Thriller,Tom Wilkinson,Michael Clayton ,133367,3284,Sydney Pollack,0.0,attorney|debt|fixer|law|law firm,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,363.0,English,USA,R,25000000.0,2007.0,896.0,7.3,2.35,0,49024969.0
2134,Color,Frank Oz,168.0,87.0,0.0,548.0,Ewen Bremner,22000.0,Comedy,Peter Dinklage,Death at a Funeral ,89547,24324,Kris Marshall,0.0,end credits roll call|four word title|funeral|secret|uncle,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199.0,English,USA,R,9000000.0,2007.0,557.0,7.4,1.85,0,8579684.0
546,Color,Antoine Fuqua,89.0,142.0,845.0,787.0,Tom Skerritt,13000.0,Action|Drama|Thriller|War,Bruce Willis,Tears of the Sun ,93494,16580,Cole Hauser,1.0,dictator|doctor|jungle|rebel|refugee,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,394.0,English,USA,R,70000000.0,2003.0,1000.0,6.6,2.35,0,43426961.0
1438,Color,Tobe Hooper,223.0,120.0,365.0,723.0,Zelda Rubinstein,887.0,Fantasy|Horror,Heather O'Rourke,Poltergeist ,105446,3876,Craig T. Nelson,0.0,ghost|haunted|haunting|house|paranormal investigator,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321.0,English,USA,PG,10700000.0,1982.0,770.0,7.4,2.35,11000,76600000.0
1443,Color,Luke Greenfield,128.0,112.0,42.0,196.0,Steve Howey,969.0,Comedy|Drama|Romance,Ashley Williams,Something Borrowed ,48019,2371,Kirsten Day,4.0,best friend|crush|law school|lawyer|loud sex,http://www.imdb.com/title/tt0491152/?ref_=fn_tt_tt_1,153.0,English,USA,PG-13,35000000.0,2011.0,826.0,5.9,1.85,13000,39026186.0
166,Color,Richard Donner,141.0,127.0,503.0,91.0,Rene Russo,5000.0,Action|Crime|Thriller,Jet Li,Lethal Weapon 4 ,127497,6171,Darlene Love,2.0,kung fu|lapd|martial arts|private investigator|triad,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,287.0,English,USA,R,140000000.0,1998.0,808.0,6.6,2.35,0,129734803.0
2958,Color,Cheryl Dunye,33.0,86.0,17.0,581.0,Marsha Thomason,873.0,Comedy,Michael Imperioli,My Baby's Daddy ,3119,3646,Bai Ling,5.0,animal costume|break up|fatherhood|rapper|talking baby,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,18.0,English,USA,PG-13,,2004.0,691.0,4.5,1.85,151,17321573.0
378,Color,Thor Freudenthal,183.0,106.0,87.0,918.0,Leven Rambin,8000.0,Adventure|Family|Fantasy,Logan Lerman,Percy Jackson: Sea of Monsters ,86627,10882,Brandon T. Jackson,0.0,golden fleece|half brother|magical tree|sea|tree,http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1,204.0,English,USA,PG,90000000.0,2013.0,956.0,5.9,2.35,28000,68558662.0
3846,Color,Spike Lee,202.0,108.0,0.0,346.0,Rosario Dawson,22000.0,Drama,Philip Seymour Hoffman,25th Hour ,149528,26050,Aaron Stanford,0.0,bar|dream|drug dealing|nightclub|widower,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,454.0,English,USA,R,15000000.0,2002.0,3000.0,7.7,2.35,0,13060843.0
2216,Color,John McNaughton,69.0,115.0,39.0,254.0,Robert Wagner,13000.0,Crime|Drama|Mystery|Thriller,Bill Murray,Wild Things ,90677,14275,Jeff Perry,3.0,erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,389.0,English,USA,R,20000000.0,1998.0,481.0,6.5,2.35,0,29753944.0
837,Color,Tim Hill,131.0,92.0,25.0,639.0,Beth Riesgraf,1000.0,Animation|Comedy|Family|Fantasy|Music,Jesse McCartney,Alvin and the Chipmunks ,57276,2847,Matthew Gray Gubler,0.0,based on cartoon|chipmunk|concert|fart joke|talking animal,http://www.imdb.com/title/tt0952640/?ref_=fn_tt_tt_1,146.0,English,USA,PG,60000000.0,2007.0,718.0,5.2,1.85,0,217326336.0
845,Color,Paul Greengrass,491.0,134.0,521.0,186.0,Chris Mulkey,15000.0,Biography|Drama|Thriller,Tom Hanks,Captain Phillips ,323353,16281,Michael Chernus,0.0,hijacking|hostage|leader|ship|somalia,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,527.0,English,USA,PG-13,55000000.0,2013.0,535.0,7.9,2.35,65000,107100855.0
2320,Color,Mabrouk El Mechri,119.0,93.0,19.0,619.0,Bruce Willis,15000.0,Action|Thriller,Henry Cavill,The Cold Light of Day ,28629,30134,Óscar Jaenada,3.0,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,20000000.0,2012.0,13000.0,4.9,2.35,0,3749061.0
4653,Color,Jamie Travis,115.0,88.0,15.0,567.0,Ari Graynor,938.0,Comedy,James Wolk,"For a Good Time, Call... ",13421,3770,Nia Vardalos,0.0,friend|friendship|gay|phone sex|sex,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,34.0,English,USA,R,850000.0,2012.0,904.0,6.0,2.35,0,1243961.0
1350,Color,David Mirkin,116.0,123.0,7.0,692.0,Anne Bancroft,931.0,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,44168,2912,Jeffrey Jones,3.0,bank|infidelity|millionaire|money|scam,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,216.0,English,USA,PG-13,35000000.0,2001.0,754.0,6.2,2.35,989,40334024.0
2771,Color,Ole Bornedal,264.0,92.0,30.0,309.0,Madison Davenport,941.0,Horror|Thriller,Kyra Sedgwick,The Possession ,47169,2348,Natasha Calis,0.0,basketball coach|box|jewish|rabbi|yard sale,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162.0,English,USA,PG-13,14000000.0,2012.0,459.0,5.9,2.35,17000,49122319.0
1078,Color,Garry Marshall,77.0,113.0,0.0,995.0,Raven-Symoné,11000.0,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries 2: Royal Engagement ,53687,15362,Hector Elizondo,2.0,coronation|horse|princess|queen|side saddle,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,152.0,English,USA,G,40000000.0,2004.0,1000.0,5.7,1.85,1000,95149435.0
809,Color,Martin Campbell,54.0,127.0,258.0,617.0,Teri Polo,11000.0,Adventure|Drama|Romance|War,Angelina Jolie Pitt,Beyond Borders ,22570,12947,Noah Emmerich,2.0,africa|american|border|doctor|well,http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1,156.0,English,USA,R,35000000.0,2003.0,708.0,6.5,2.35,0,4426297.0
2903,Color,Stewart Hendler,167.0,101.0,10.0,472.0,Margo Harshman,1000.0,Horror|Mystery,Julian Morris,Sorority Row ,24012,3142,Rumer Willis,2.0,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,126.0,English,USA,R,16000000.0,2009.0,668.0,5.1,2.35,0,11956207.0
2043,Color,Steve Boyum,18.0,93.0,9.0,254.0,M.C. Gainey,23000.0,Comedy|Family,Paul Walker,Meet the Deedles ,2265,24436,A.J. Langer,2.0,accidental kiss|eating a worm|park|worm|yellowstone national park,http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1,37.0,English,USA,PG,24000000.0,1998.0,284.0,3.9,,839,4308981.0
2993,Color,Peter Care,78.0,104.0,0.0,77.0,Michael Harding,1000.0,Comedy|Drama,Kieran Culkin,The Dangerous Lives of Altar Boys ,12047,1292,Jake Richardson,4.0,book|boy|catholic|comic book|friend,http://www.imdb.com/title/tt0238924/?ref_=fn_tt_tt_1,122.0,English,USA,R,12000000.0,2002.0,165.0,7.1,1.85,677,1779284.0
4845,Color,Bruce Dellis,10.0,95.0,0.0,309.0,Ricky Schroder,685.0,Thriller,Tatyana Ali,Locker 13 ,241,2048,Jon Polito,3.0,digit in title|latino|life or death|philosophy|supernatural,http://www.imdb.com/title/tt1241226/?ref_=fn_tt_tt_1,5.0,English,USA,R,300000.0,2014.0,665.0,4.8,1.85,261,2468.0
3395,Color,Fina Torres,72.0,92.0,26.0,417.0,John de Lancie,1000.0,Comedy|Fantasy|Romance,Harold Perrineau,Woman on Top ,8546,2687,Mark Feuerstein,0.0,cross dresser|food|friend|motion sickness|restaurant,http://www.imdb.com/title/tt0206420/?ref_=fn_tt_tt_1,86.0,English,USA,R,8000000.0,2000.0,905.0,5.3,2.35,859,5018450.0
2490,Color,Alexander Payne,285.0,126.0,729.0,284.0,Patrick Gallagher,912.0,Adventure|Comedy|Drama|Romance,Virginia Madsen,Sideways ,149966,2170,M.C. Gainey,0.0,actor|california|teacher|wine|writer,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,835.0,English,USA,R,12000000.0,2004.0,306.0,7.5,1.85,0,71502303.0
2302,Color,Benson Lee,65.0,110.0,9.0,826.0,Caity Lotz,997.0,Drama|Music,Chris Brown,Battle of the Year ,7894,3177,Laz Alonso,19.0,3 dimensional|box office flop|critically bashed|dancing,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,25.0,English,USA,PG-13,20000000.0,2013.0,941.0,5.0,1.85,0,8888355.0
4075,Color,Benny Boom,49.0,84.0,23.0,706.0,Donald Faison,1000.0,Action|Comedy|Crime,Omari Hardwick,Next Day Air ,8265,4815,Mike Epps,3.0,cocaine|package|slow motion scene|topless female nudity|wrong address,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1,20.0,English,USA,R,3000000.0,2009.0,927.0,5.9,1.85,545,10017041.0
112,Color,Michael Bay,396.0,144.0,0.0,581.0,Michael O'Neill,662.0,Action|Adventure|Sci-Fi,Zack Ward,Transformers ,513158,2333,Kevin Dunn,0.0,alien contact|autobot|decepticon|robot vs. robot|teenage hero,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,1782.0,English,USA,PG-13,150000000.0,2007.0,599.0,7.1,2.35,8000,318759914.0
340,Color,Peter Jackson,294.0,172.0,0.0,857.0,Orlando Bloom,16000.0,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Two Towers ,1100446,23052,Billy Boyd,1.0,epic|evil wizard|middle earth|ring|wizard,http://www.imdb.com/title/tt0167261/?ref_=fn_tt_tt_1,2417.0,English,USA,PG-13,94000000.0,2002.0,5000.0,8.7,2.35,10000,340478898.0
3384,Color,Miguel Arteta,107.0,93.0,44.0,596.0,Zooey Deschanel,15000.0,Drama|Romance,Jake Gyllenhaal,The Good Girl ,37952,27646,Tim Blake Nelson,3.0,dysfunctional marriage|marijuana|small town|store|trying to conceive,http://www.imdb.com/title/tt0279113/?ref_=fn_tt_tt_1,298.0,English,USA,R,5000000.0,2002.0,11000.0,6.5,1.85,938,14015786.0
1048,Color,Iain Softley,140.0,120.0,34.0,1000.0,Jeff Bridges,18000.0,Drama|Mystery|Sci-Fi,Kevin Spacey,K-PAX ,148490,33615,Alfre Woodard,1.0,extraterrestrial|hospital|patient|planet|science,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1,537.0,English,USA,PG-13,48000000.0,2001.0,12000.0,7.4,2.35,0,50173190.0
1803,Color,Nicholas Meyer,112.0,110.0,120.0,664.0,Kurtwood Smith,12000.0,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,Star Trek VI: The Undiscovered Country ,55513,16230,Nichelle Nichols,0.0,captain|explosion|klingon|moon|peace,http://www.imdb.com/title/tt0102975/?ref_=fn_tt_tt_1,188.0,English,USA,PG,30000000.0,1991.0,1000.0,7.2,2.35,0,74888996.0
4072,Color,Michel Gondry,114.0,100.0,1000.0,220.0,Dave Chappelle,989.0,Comedy|Documentary|Music,Common,Dave Chappelle's Block Party ,7721,2165,Lauryn Hill,0.0,block party|marching band|neighborhood|new york city|tyrannosaurus rex,http://www.imdb.com/title/tt0425598/?ref_=fn_tt_tt_1,72.0,English,USA,R,3000000.0,2005.0,744.0,7.2,1.85,635,11694528.0
455,Color,John Woo,155.0,138.0,610.0,805.0,CCH Pounder,12000.0,Action|Crime|Sci-Fi|Thriller,Nicolas Cage,Face/Off ,283967,17087,Joan Allen,0.0,death of child|face|face transplant|prison|terrorist,http://www.imdb.com/title/tt0119094/?ref_=fn_tt_tt_1,535.0,English,USA,R,80000000.0,1997.0,1000.0,7.3,2.35,11000,112225777.0
97,Color,Christopher Nolan,642.0,148.0,22000.0,23000.0,Tom Hardy,29000.0,Action|Adventure|Sci-Fi|Thriller,Leonardo DiCaprio,Inception ,1468200,81115,Joseph Gordon-Levitt,0.0,ambiguous ending|corporate espionage|dream|subconscious|thief,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,2803.0,English,USA,PG-13,160000000.0,2010.0,27000.0,8.8,2.35,175000,292568851.0
3003,Color,Lawrence Kasdan,57.0,103.0,759.0,820.0,Mark Duplass,967.0,Comedy|Drama|Romance,Dianne Wiest,Darling Companion ,2551,3878,Sam Shepard,1.0,dog|marriage|search|wedding|woods,http://www.imdb.com/title/tt1730687/?ref_=fn_tt_tt_1,25.0,English,USA,PG-13,,2012.0,830.0,5.1,2.35,0,793352.0
3872,Color,Ernie Barbarash,29.0,103.0,249.0,261.0,Michael J. Morris,2000.0,Action|Adventure,Michael Jai White,Falcon Rising ,4952,3089,Lateef Crowder,1.0,,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,32.0,English,USA,R,4500000.0,2014.0,298.0,5.8,,0,8691.0
1566,Color,Don Scardino,260.0,100.0,35.0,7000.0,Olivia Wilde,12000.0,Comedy,Steve Buscemi,The Incredible Burt Wonderstone ,60596,32094,Steve Carell,4.0,magic|magic kit|magician|stage magician|vegas,http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1,158.0,English,USA,PG-13,30000000.0,2013.0,10000.0,5.9,2.35,13000,22525921.0
1898,Color,Marc Forster,226.0,101.0,395.0,2000.0,Kate Winslet,40000.0,Biography|Drama|Family,Johnny Depp,Finding Neverland ,174591,58823,Kelly Macdonald,1.0,boy|inspiration|reference to peter pan|stage play|widow,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,632.0,English,USA,PG,25000000.0,2004.0,14000.0,7.8,2.35,0,51676606.0
556,Color,Don Bluth,131.0,94.0,383.0,886.0,Janeane Garofalo,13000.0,Action|Adventure|Animation|Family|Sci-Fi,Matt Damon,Titan A.E. ,52244,15857,Nathan Lane,0.0,alien|captain|escape|pilot|scientist,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,377.0,English,USA,PG,75000000.0,2000.0,1000.0,6.6,2.35,0,22751979.0
2136,Color,Brian Robbins,85.0,106.0,48.0,39.0,D.B. Sweeney,18000.0,Drama|Sport,Keanu Reeves,Hardball ,22649,18630,DeWayne Warren,3.0,coach|gambling|housing project|little league|little league baseball,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,131.0,English,USA,PG-13,21000000.0,2001.0,558.0,6.3,1.85,0,40219708.0
1589,Color,Jan de Bont,114.0,116.0,101.0,780.0,Alan Ruck,18000.0,Action|Adventure|Crime|Thriller,Keanu Reeves,Speed ,260981,20966,Joe Morton,0.0,bomb|bus|elevator|explosive|rescue,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1,373.0,English,USA,R,25000000.0,1994.0,946.0,7.2,2.35,0,121248145.0
2699,Color,Mark Piznarski,44.0,96.0,4.0,670.0,Chris Klein,989.0,Drama|Romance,Bruce Greenwood,Here on Earth ,7403,3142,Elaine Hendrix,1.0,diner|love|private school|school|small town,http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,162.0,English,USA,PG-13,15000000.0,2000.0,841.0,5.1,1.85,648,10494147.0
4188,Color,Gus Van Sant,63.0,104.0,835.0,535.0,Udo Kier,18000.0,Drama,Keanu Reeves,My Own Private Idaho ,36996,19923,Flea,2.0,friend|hustler|italy|narcolepsy|traveling,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1,153.0,English,USA,R,2500000.0,1991.0,595.0,7.1,1.78,0,6401336.0
1379,Color,Nick Cassavetes,129.0,116.0,415.0,644.0,Laura Harring,18000.0,Crime|Drama|Thriller,Denzel Washington,John Q ,98899,20970,Anne Heche,1.0,health care|heart transplant|hospital|hostage|insurance,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,394.0,English,USA,PG-13,36000000.0,2002.0,669.0,7.0,1.85,0,71026631.0
2674,Color,Peter Atencio,129.0,100.0,10.0,415.0,Will Forte,826.0,Action|Comedy,Nia Long,Keanu ,15385,2958,Keegan-Michael Key,2.0,car chase|gangsta|gun fight|hitman|kitten,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,84.0,English,USA,R,15000000.0,2016.0,622.0,6.4,2.35,0,20566327.0
1512,Color,Ken Scott,90.0,91.0,31.0,141.0,June Diane Raphael,1000.0,Comedy,Tom Wilkinson,Unfinished Business ,23072,1564,Melissa McMeekin,2.0,business trip|company|glory hole|male frontal nudity|male nudity,http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1,89.0,English,USA,R,35000000.0,2015.0,249.0,5.4,2.35,0,10214013.0
984,Color,Mimi Leder,93.0,124.0,75.0,258.0,Holt McCallany,294.0,Action|Thriller,Armin Mueller-Stahl,The Peacemaker ,46451,1289,Marcel Iures,2.0,nuclear explosion|nuclear weapon|russia|train|train crash,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1,156.0,English,USA,R,50000000.0,1997.0,273.0,5.9,2.35,0,41256277.0
692,Color,Sydney Pollack,96.0,133.0,521.0,970.0,Kristin Scott Thomas,11000.0,Drama|Mystery|Romance,Harrison Ford,Random Hearts ,17025,16710,Bill Cobbs,1.0,death|plane crash|police|police sergeant|politician,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,290.0,English,USA,R,64000000.0,1999.0,1000.0,5.1,1.85,295,31054924.0
4956,Color,Travis Cluff,159.0,81.0,3.0,7.0,Cassidy Gifford,220.0,Horror|Thriller,Pfeifer Brown,The Gallows ,13521,276,Reese Mishler,0.0,breaking and entering|gallows|hanging|high school|stage,http://www.imdb.com/title/tt2309260/?ref_=fn_tt_tt_1,150.0,English,USA,R,100000.0,2015.0,40.0,4.2,1.85,0,22757819.0
2033,Color,George Gallo,45.0,88.0,269.0,384.0,Eddie Griffin,1000.0,Action|Comedy|Crime|Thriller,Daniel Roebuck,Double Take ,5431,2557,Garcelle Beauvais,2.0,cia|cia agent|fbi|mexico|train,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,24000000.0,2001.0,489.0,5.3,2.35,204,20218.0
2052,Color,Michael Bay,63.0,119.0,0.0,244.0,Tchéky Karyo,10000.0,Action|Comedy|Crime|Drama|Thriller,Will Smith,Bad Boys ,172405,11013,Theresa Randle,0.0,drugs|heroin|murder|police|witness,http://www.imdb.com/title/tt0112442/?ref_=fn_tt_tt_1,203.0,English,USA,R,19000000.0,1995.0,345.0,6.8,1.85,0,65807024.0
125,Color,Chris Buck,406.0,102.0,69.0,490.0,Maurice LaMarche,1000.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,Frozen ,421658,2582,Livvy Stubenrauch,0.0,magic|sister love|sister sister relationship|snow|snowman,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904.0,English,USA,PG,150000000.0,2013.0,523.0,7.6,2.24,58000,400736600.0
1407,Color,Ethan Coen,493.0,110.0,1000.0,538.0,Jeff Bridges,13000.0,Adventure|Drama|Western,Matt Damon,True Grit ,240962,25964,Bruce Green,0.0,arkansas|murder|sheriff|texas ranger|u.s. marshal,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,724.0,English,USA,PG-13,38000000.0,2010.0,12000.0,7.7,2.35,36000,171031347.0
259,Color,Michel Gondry,447.0,119.0,1000.0,741.0,Tom Wilkinson,11000.0,Action|Comedy|Crime|Sci-Fi|Thriller,Christoph Waltz,The Green Hornet ,136019,13391,Chad L. Coleman,0.0,heir|kung fu|party|playboy|superhero,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1,443.0,English,USA,PG-13,120000000.0,2011.0,1000.0,5.8,2.35,14000,98780042.0
1266,Color,Steven Brill,146.0,102.0,65.0,490.0,Shaun Weiss,1000.0,Comedy|Drama,Lisa Ann Walter,Drillbit Taylor ,50199,3239,Matt Walsh,1.0,bodyguard|bully|generation y|high school|nerd,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,40000000.0,2008.0,613.0,5.7,2.35,702,32853640.0
1606,Color,Nick Cassavetes,177.0,123.0,415.0,545.0,Kevin Connolly,33000.0,Drama|Romance,Ryan Gosling,The Notebook ,396396,34495,Gena Rowlands,0.0,class differences|letter|nursing home|second chance|summer love,http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,1111.0,English,USA,PG-13,29000000.0,2004.0,638.0,7.9,2.35,57000,64286.0
4028,Color,Damien Chazelle,535.0,107.0,141.0,535.0,Melissa Benoist,24000.0,Drama|Music,J.K. Simmons,Whiplash ,399138,26495,Chris Mulkey,0.0,conservatory|drummer|emotional abuse|music school|obsession,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1,731.0,English,USA,R,3300000.0,2014.0,970.0,8.5,2.4,129000,13092000.0
2715,Color,Vicky Jenson,97.0,88.0,96.0,360.0,Zach Gilford,24000.0,Comedy|Romance,J.K. Simmons,Post Grad ,11498,25637,Bobby Coleman,1.0,graduation|graduation speech|title directed by female|tv studio|unemployment,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,53.0,English,USA,PG-13,15000000.0,2009.0,971.0,5.3,1.85,0,6373693.0
4960,Color,Peter Chelsom,57.0,100.0,23.0,545.0,Elden Henson,1000.0,Comedy|Drama,Kieran Culkin,The Mighty ,10499,2283,Gena Rowlands,4.0,book|friendship|knight|learning disability|tutor,http://www.imdb.com/title/tt0119670/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,,1998.0,577.0,7.3,1.85,0,2643689.0
297,Color,Gary Trousdale,80.0,91.0,21.0,542.0,Jason Alexander,2000.0,Animation|Drama|Family|Musical|Romance,Demi Moore,The Hunchback of Notre Dame ,102933,4842,Bill Fagerbakke,0.0,15th century|cathedral|gypsy|paris|victor hugo,http://www.imdb.com/title/tt0116583/?ref_=fn_tt_tt_1,230.0,English,USA,G,100000000.0,1996.0,700.0,6.9,1.78,0,100117603.0
1290,Color,Sofia Coppola,260.0,123.0,0.0,826.0,Shirley Henderson,4000.0,Biography|Drama|History|Romance,Kirsten Dunst,Marie Antoinette ,79892,7243,Rip Torn,1.0,austria|cake|france|queen|versailles,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,619.0,English,USA,PG-13,40000000.0,2006.0,887.0,6.4,1.85,0,15962471.0
2032,Color,Grant Heslov,271.0,94.0,293.0,939.0,Jeff Bridges,18000.0,Comedy|War,Kevin Spacey,The Men Who Stare at Goats ,109620,32474,Stephen Root,0.0,first person narration|general|hampster|reference to loch ness monster|reporter,http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1,268.0,English,USA,R,25000000.0,2009.0,12000.0,6.2,2.35,15000,32416109.0
